1
50000 50000
40575 35191 72749
30744 28774 90574
40511 4849 93285
10646 3719 543
44444 24505 71453
43491 34747 57507
41148 9133 53430
17964 14561 64424
33014 31110 83128
3108 10710 5360
24517 35813 73325
13057 29754 76525
36084 16663 89302
6936 48920 13292
40559 31528 92124
34164 14638 49388
26695 35438 29403
34423 11867 5571
15318 20379 15525
37965 16502 7142
49547 28709 1134
2481 49842 84931
27589 38271 10661
30167 47052 47038
41261 16346 10413
40423 14627 90082
41096 37081 45552
17433 8909 54691
5631 22148 4957
34174 22567 7130
39784 28692 24745
31130 3828 51840
15048 7905 20177
29014 47525 54790
30080 3598 76096
29912 22724 92128
37472 15767 56982
38708 49317 33574
15484 19923 69972
44583 37762 23766
1655 12367 87395
48360 25612 5790
1853 34497 91913
43608 48048 2293
14452 19166 59941
29314 18175 65244
29468 47149 99359
49415 36083 27285
32245 36887 66892
11272 5065 48051
38613 13881 38939
43194 44915 4507
29967 447 38748
29896 12933 84685
20490 41737 52268
14664 1921 18446
6821 24109 85018
27774 3715 1604
5318 16814 12428
6234 23259 97396
12503 29853 31101
15621 34750 61458
44315 16712 35723
24017 42728 229
48910 20487 32483
19448 29223 91996
20871 32992 22437
23798 692 92485
18976 19872 38984
34974 3691 3070
39511 801 26539
5514 48715 87953
48501 16394 98105
28949 34061 13138
20548 47673 73187
47807 880 74868
11747 44754 19047
42551 4464 48104
49242 20781 11207
26176 15408 87409
27863 28528 23273
27068 37615 96167
29739 25710 47628
29480 15949 8652
21818 10689 84156
46330 29815 20932
26546 2006 76903
43783 49237 75940
34384 5405 88607
40456 6466 67113
14015 32892 79611
15746 22937 78208
47443 10700 84271
36279 45258 47977
23964 21746 55980
43401 47424 73235
45088 27674 57802
1381 13263 18503
6894 28096 30803
21932 37343 86491
39179 18208 10821
42580 28940 5517
20748 48676 13570
41428 9055 79698
25478 45553 87351
12054 43513 18810
16227 36202 37716
35241 47492 50889
31152 40840 55279
31767 37197 43958
9414 11508 99723
32590 39078 79607
31485 27868 40034
14879 38250 6052
2213 31539 75822
49960 25663 38192
30280 17960 94315
1211 18734 40828
21543 20103 87827
18047 4265 41506
20706 36660 73020
8127 20116 95392
4627 40649 97366
8279 4476 94734
25511 20440 20238
42302 2207 25568
21962 24324 11894
42118 43830 6089
27759 6999 79645
39441 41271 56893
27700 4415 11118
27569 47195 98254
36379 29390 51823
28002 4108 35254
27963 41948 31240
9549 29192 74569
36898 18968 56767
31840 49305 63642
1352 20065 31952
9016 32785 54631
17012 33616 78975
1904 45246 22506
23958 30103 16832
10593 19788 38104
8876 33596 28346
9665 25754 4348
4482 47850 61492
30477 39027 40948
10112 17068 53361
43532 10773 91988
8799 38585 40491
438 26155 78233
31896 18163 45038
39785 36918 36826
6909 33521 34102
20831 38142 41157
3552 34433 75445
27508 8001 98150
34918 35370 51109
39078 27904 13803
9395 39950 4323
34194 43127 24799
33928 18820 67119
20379 6577 51917
31688 46684 73538
44834 41801 78756
27089 36451 48453
36528 23686 2321
16293 32133 34346
37317 32801 83108
19445 6169 75603
40729 31775 13866
47567 23661 98054
12077 4833 12077
20604 1327 74753
2685 2703 7157
38602 33218 95347
35767 40524 88891
19320 32332 14368
550 39537 75331
32425 45183 82626
13484 10066 94207
504 46476 44536
38953 29696 1377
6381 36482 68906
40704 1727 82826
16122 27959 89514
46591 34632 18305
15321 2283 5592
3052 2987 52372
2457 37409 34575
31993 38039 17007
23418 34187 15625
454 7124 68947
46531 20057 58611
8826 30367 40241
1123 36270 92226
42597 22582 12463
19716 14441 22111
40142 22206 53521
31488 41920 60258
23747 22196 36446
23379 11845 26644
33309 22788 95511
41707 2604 36261
47434 144 8762
39853 39230 79826
36801 24640 92692
13625 9755 18372
818 49593 46189
32480 2347 94526
32526 3145 37973
45438 36021 61083
14800 12806 13870
24125 40610 58460
23760 16551 11319
943 48877 18146
46734 29998 31882
37741 30321 25222
2958 24068 27567
2779 489 64266
30040 12422 49072
34843 28633 61379
24463 21667 99172
18297 16276 62467
46669 44736 43924
3210 41630 86346
28719 47791 17461
28085 40276 59438
49624 46091 99850
17413 42320 18722
30265 12851 64292
25298 42387 44925
40975 27520 16945
16535 7850 30717
5362 37749 67977
46501 1459 41344
29622 20484 65969
45243 10868 30100
32941 7850 48462
33663 36496 59921
29135 42249 85228
23934 44722 29893
43573 24318 45639
17320 26447 91208
24702 3758 97560
12333 232 28842
7977 47431 84042
41467 739 5052
23005 27056 12379
37489 45898 21352
13403 47090 99915
39649 18535 74951
46072 32325 96271
40132 8528 31691
46855 37268 8426
8456 10289 10438
3038 1204 68018
36123 8822 37821
29808 32926 96885
31449 10629 15171
30188 28669 53122
37633 27319 18591
38567 44646 29483
44822 287 43832
24353 24531 67681
30332 28321 82043
34132 45745 95051
19282 984 30997
28822 29921 78805
45061 21527 89025
37440 43635 72396
13513 16109 13063
47837 49622 54615
45569 5901 85610
33540 27331 34806
2956 29353 20289
8466 223 77408
4377 20420 50643
33282 24806 29537
20034 49327 81792
618 20265 10531
47032 34044 77356
25742 38655 99495
7974 41907 24116
48807 35333 50817
27360 5775 19745
5725 46167 37368
37434 12878 44935
13363 40164 41292
49143 23995 95291
30045 13491 18319
23588 6741 69969
15649 3478 81128
14569 17515 58199
40266 35017 50732
29828 39935 14164
34811 4910 4999
13722 35006 2475
31122 13796 78713
15645 6226 84192
7516 16055 92218
12640 42949 4859
29111 28949 53174
10922 24248 75842
36783 36147 90785
42631 46871 11197
7937 45978 65966
16397 17453 79442
36684 9384 14198
22356 22254 63826
48422 24474 33539
3530 48809 29300
35052 2063 35829
22189 17797 81551
42649 9055 61300
20521 36669 71492
33499 135 32101
3292 20389 17794
28306 3726 44457
40295 6401 68667
49467 2294 73656
45946 45349 41789
22232 3377 72867
16942 35853 94122
33150 24862 14527
8292 125 58848
36137 2410 61709
22782 21920 94039
25342 47774 67961
46979 49086 44598
20292 9436 8980
46935 48432 13203
27318 12413 74517
17136 24995 38499
46233 12977 28107
28884 1752 91988
13032 38199 58961
46162 13933 93645
33730 45957 11191
5209 18302 47786
18793 23380 59593
48019 7255 27145
275 45222 26297
6734 40866 90864
358 49586 6866
49484 32509 72734
14404 22644 16379
34240 31447 44313
17348 34522 62208
38659 3358 87318
7052 7035 41951
20081 45962 57026
34981 11714 26737
13443 43041 15870
44321 42454 43458
46928 44773 627
39713 41040 86688
39706 41559 65401
8124 28571 83047
44101 21912 39692
33955 27436 95220
22715 18261 28437
1314 42261 91848
23313 24596 56582
356 45334 76946
26933 4402 16798
11941 23035 7784
41588 46277 87457
34808 21656 86230
41425 22489 30518
22023 20373 89385
40304 370 13965
7210 29420 38975
6915 21900 26387
29026 29059 23785
9250 14677 67317
43946 46693 87061
32930 34288 25873
43530 16640 93029
32105 27658 48076
25754 40071 39644
40582 6641 56756
42836 42692 75753
4717 38158 85026
4913 20677 48793
39125 12249 31486
36004 37393 86118
8288 6359 76001
17865 8618 16919
42911 7612 15786
5258 24289 3195
36907 32479 80293
27664 6128 22800
24001 1695 32165
39250 26658 90201
5182 11902 49348
48978 24941 40730
44433 25288 69130
20452 10976 43391
24376 43248 4002
20798 21873 25555
16764 2433 81115
45383 15459 75762
23898 36731 52918
7370 49532 162
19798 22117 97388
48970 42526 45961
46796 37319 33377
8657 18377 64888
13883 23186 78223
22137 25549 45125
36836 27532 9991
11063 2043 69342
16253 35964 83660
43037 17633 25121
5647 19929 38843
21732 4147 51569
32122 27217 12111
7862 43756 45765
38523 1266 3829
22560 8034 62601
18012 14546 51411
41980 26798 89429
32842 23474 30076
23548 45008 11328
15094 16827 48417
43622 46250 70808
17625 27666 956
8157 22000 80814
26228 22135 24542
38894 37774 47301
20144 22442 46885
39450 46382 21407
39914 8637 90332
45633 8124 28710
39720 8126 97732
35972 6990 87257
22210 18232 4281
44173 11569 49389
27183 15072 61889
34858 17088 85142
46460 33102 34095
27264 7217 33002
35602 32922 13977
45505 47498 92022
17177 19632 85468
18906 39299 51686
35623 17171 33418
10663 43739 22848
35584 33438 91376
2619 44353 76685
10698 34355 75322
34354 41568 23834
17285 34883 77418
47461 34480 96476
11128 739 57202
48669 11440 75884
21722 15761 27186
28828 48838 15990
15416 42092 27480
749 15698 96567
29623 41433 93136
42661 25505 40149
28782 32857 73399
45691 48450 92619
7123 2655 40277
16465 34910 84677
33346 1274 97791
26876 43854 60331
28099 4587 75604
10810 15609 62166
22510 21089 81162
26382 22634 81711
37923 37944 39134
5575 18412 25915
17413 41264 19419
47411 28232 57638
6796 25501 28986
37034 27428 74156
44856 36643 92252
10659 34222 95904
24817 31335 4738
22809 32125 17399
27912 12984 52013
2205 49085 54820
5921 18928 76144
37840 11970 10744
49811 48760 92632
23444 16393 48204
39772 2351 71790
34351 1159 98322
10921 47131 23217
14765 3714 39490
4065 31973 87449
16447 39483 96014
47010 15517 22690
22233 27061 15157
1854 22244 58891
48536 49164 45978
45886 19541 19290
4668 2596 39526
40986 5636 74232
29664 36289 20109
592 41817 80662
15038 42423 56729
45916 36318 49612
5795 9645 38398
35494 18998 12957
43653 23623 3634
7519 23257 27808
35105 6500 9665
28695 14819 96511
45480 31704 11164
1638 14645 70057
45 49555 7901
23544 10809 9705
28593 6953 89938
5926 16833 54273
28371 19305 47751
45086 16557 17861
8974 5544 77573
47867 9082 14608
15704 22979 480
33147 42426 2866
44730 37691 22981
37394 29924 82391
29066 22762 84706
15260 22621 53408
35191 7092 22829
20288 2585 78805
20801 47508 89917
17512 35354 4143
32169 16424 50125
45885 34954 73949
21675 27520 76449
7371 41472 42271
43836 8567 414
32876 48558 48293
24233 46950 69231
9162 23893 95648
15497 45823 34914
26238 7993 52406
5739 3973 74059
21243 13705 7072
2047 14696 41527
25804 31311 55185
41308 4712 19129
63 49654 29419
25516 36756 53013
5740 12170 70137
25666 26779 14107
11174 19257 47430
31969 46463 35239
36068 22506 52453
24297 31139 20837
12289 44594 28071
34609 5649 36052
26042 43739 12203
11443 40311 69922
30045 40818 28
41973 1796 57812
2064 27471 72099
15810 7942 53941
9197 12923 78225
15908 47083 28544
40035 45081 36847
11593 33306 34662
19451 37761 9522
6844 33279 36067
39558 21235 70367
38674 21895 15381
49232 1002 80726
38195 1975 84327
15902 38747 4909
3284 33330 26045
11592 37630 85145
27606 7477 18149
41680 31954 25963
47297 19519 76422
27884 29032 71616
915 30848 25731
14411 49033 89009
29247 43423 44697
20802 3995 14840
17217 35679 56817
28105 16780 21497
19643 47806 24094
16933 404 96664
32162 48675 19345
21050 23450 37124
12769 723 33121
29117 45868 64924
18074 35246 2183
30868 49164 92013
3748 24195 5445
39795 921 87819
33983 47899 79662
21912 2708 21788
3182 40207 58834
6296 33002 50846
26211 6373 6322
19610 43280 88504
14770 6497 30127
44693 26527 39257
31614 2460 24386
37169 24657 78029
12008 19294 99114
35959 14837 22545
10531 30358 46218
30068 20141 90565
34182 35610 93900
38523 7918 62619
35712 24625 38727
14559 31115 64405
17544 10482 32872
2469 49714 39519
4429 6394 18210
6284 14429 78915
5136 28774 83709
24724 27553 61020
23196 48705 62102
30348 20253 68042
47021 29023 7847
45031 39779 91025
8177 26095 13901
10838 31005 97212
934 7936 77827
7559 32657 61829
2110 20028 70704
5236 28081 34652
13405 1465 18869
33140 1317 23412
3891 7262 38
31438 14664 536
27460 28376 24898
37025 37499 24271
9636 46534 89833
22423 33564 94365
47968 33120 19959
9310 15313 75102
39267 40576 95292
41269 28255 28324
27373 2325 8935
3871 23473 54599
31647 23527 56131
26501 25514 78504
31908 10137 54360
9906 16674 50664
41073 27049 63765
21584 4515 82452
39623 39402 65201
15552 31254 67451
17712 142 33696
29782 46231 43756
41368 35689 70933
15129 28428 53832
33689 3522 63163
43368 32466 82914
21421 48007 20380
42330 25800 33600
16470 7082 77408
43193 1464 59882
36175 45388 86728
39113 7936 12856
15264 25436 46911
10911 49215 19978
41558 5919 8063
32530 17756 45731
44712 37400 39336
34623 15376 95207
22290 756 41855
25831 2830 65245
5330 41281 33577
44103 17636 61155
46045 2324 68613
24318 35500 36318
28893 26440 64807
10161 19582 82908
47552 39208 41134
29004 11744 81079
2571 33410 29657
5357 49422 47146
35726 22053 72222
32065 14646 92712
32350 7497 59631
45090 34301 67777
6236 1647 40228
20734 36468 12212
39715 40989 37024
6289 45407 33993
7218 3250 41774
3115 46022 28125
30804 12898 43273
43624 4712 97835
8373 27580 74175
10854 42337 91175
19512 12188 79268
1751 4958 89496
10837 12743 71421
41631 39148 53445
35322 23808 30548
31218 14304 75846
17409 20370 41273
25546 45174 81121
22962 15965 47413
27170 33903 90632
11765 39958 163
31986 9963 75552
40322 17717 91621
22438 5538 66951
35127 33157 27191
37796 15972 64802
15605 9814 96814
32164 9224 29058
31170 12969 25513
3743 17612 2110
17584 26110 23857
10406 14889 81069
11127 16289 523
6977 39166 37287
16060 33673 69663
24503 20210 81739
13135 39785 9488
2557 10322 7873
31860 25423 83671
31712 2692 56545
1404 46349 86725
42736 4593 53491
36657 24289 10874
8296 26792 33302
4715 22726 5388
27140 20598 9976
7374 5850 80007
34260 41504 81564
22910 32760 84940
30236 15859 7562
18026 27308 59237
20260 2886 41255
15684 37998 28325
22139 35107 25950
12014 11936 21192
37521 17141 30369
10285 45480 93733
7187 16138 2521
15030 34542 7431
5634 35054 89260
36501 42125 87894
31168 40300 25552
21003 20881 17909
27684 48191 95708
48917 19557 89101
3092 45779 28177
40906 13016 82358
37649 1389 53841
9737 21737 87856
15487 49361 15936
41029 37883 75501
23365 40631 42812
22587 631 68000
2904 26418 99330
3732 49640 68230
29709 2926 13751
36385 25074 84016
23735 31895 53388
45378 28977 50468
34750 36600 18385
14027 37583 44290
38962 44643 73910
38779 7827 85246
9576 31744 73061
42594 6739 3324
12963 12773 65953
10021 42734 52370
45290 44259 13472
18197 30900 41622
35769 35592 25703
48244 4316 52153
43064 35872 96991
9292 6733 50657
14153 262 98607
37331 43302 32446
1255 24883 41605
5629 15094 47617
6208 29811 89990
24211 10384 67916
28650 31782 5676
2826 44919 92121
20207 20316 92506
24511 4354 27325
39886 49956 54710
38311 33154 39069
18302 42535 95810
23061 26136 41491
33080 12829 79675
33017 13094 69833
5159 468 46719
23338 24018 27124
31343 4951 42245
2627 1863 6571
44988 44355 13381
23004 10652 55339
47479 42083 30985
16372 33989 34906
5294 47792 69372
933 35868 62474
6550 48850 17357
9390 31724 39690
2929 49720 52573
17189 4837 31710
33754 14990 51451
1021 35041 29322
32439 42646 76535
16435 30151 62913
11567 39301 69255
10610 953 67380
17906 839 61911
49959 7366 3094
48766 15062 7678
27243 25897 68717
1941 13810 20170
11630 13972 46603
3920 20778 63242
12225 17084 88244
48434 24965 42774
15442 25116 12081
49225 21503 22998
40318 40951 69793
23548 26414 59772
41104 12363 51158
36074 15433 28992
24824 22647 26250
12481 25742 75925
1411 33908 90967
24762 41267 63060
4569 2109 39143
49790 44835 82472
25728 36205 50675
8315 448 51988
40488 12686 37087
44702 34975 6421
16209 35757 57214
43909 41183 74824
11739 5779 57398
311 5971 94959
4915 6291 83073
10912 5299 41507
15703 9249 19428
39712 7163 74883
45590 7672 77240
49220 47924 45025
32215 42498 38425
7520 28183 26158
19336 47695 37296
20318 16327 50496
13043 12376 38096
33973 11988 79588
8099 27011 13994
48475 35414 26496
25977 27134 95602
35318 49072 98525
24942 11728 543
33763 12539 80609
28034 7195 60867
20019 9247 30432
4197 37446 16112
33367 37274 71948
11975 18832 53121
34279 18494 4945
42006 18067 95399
25966 23553 984
12568 30429 60474
16432 45945 47917
30480 20786 6886
13035 15429 75082
9012 23236 53091
43022 18362 29462
32952 35901 99573
18048 25819 39962
29386 49943 6454
48309 45743 77931
16117 36267 54825
2059 477 71936
17288 12309 81789
21396 35270 61870
20296 14111 51391
10287 6148 32316
19150 15711 10101
38789 39815 47293
19760 7998 90540
17331 20343 81334
34668 2313 10227
32824 22837 98525
8198 34936 91242
35254 46847 47561
47853 11861 80291
32866 27258 22364
25184 8177 98733
41983 2934 76655
28421 40120 22392
36974 18766 38812
27267 11049 81251
3003 36393 60056
46277 43459 32386
13575 20792 71632
64 18907 77311
36360 18006 78720
12427 2029 80169
30169 44687 93117
36451 41642 50968
967 7616 20996
1870 12172 15340
42576 28266 86022
3402 44857 59060
18836 13442 63023
44539 33673 56209
29522 43812 36528
44402 47196 36908
6901 44070 91693
32979 20430 53963
24914 32755 84297
998 12330 5957
22568 7173 79042
31663 44849 62153
18501 24751 26461
34516 45718 7071
30422 36564 44615
12233 1865 97588
21704 32065 39006
15961 12186 25458
37652 33762 85471
43040 18487 29950
5116 16755 39970
666 47298 79080
15668 12918 88576
26706 25779 9499
13134 49170 60907
41287 30580 67417
24689 45960 30900
3795 29325 95783
36357 46101 81430
48444 16096 34232
37479 33002 22461
12231 42534 37887
33383 40994 63922
9009 30611 51150
12787 45055 20548
46217 4953 91022
37658 26284 87827
30799 23194 62201
8048 12580 92826
996 41812 93604
42784 49363 51688
39636 33050 65657
14473 23167 74649
16380 5366 57601
28903 6726 10279
33241 47037 9787
26621 32772 59538
18950 13329 73155
21068 20587 79578
14279 1884 70090
14339 4301 49815
28561 48793 15427
25782 10725 99948
12672 30211 10670
31861 36367 32710
4555 4119 96549
15145 12983 19099
35946 3769 16949
31615 34351 16148
22396 6406 53826
40220 4796 8938
14857 33944 37635
18956 12917 25450
43246 18977 34927
21365 14819 18965
18008 37303 61803
34207 22848 22763
15737 33019 94136
11933 7605 88864
12057 22346 39726
240 42470 24671
45411 32964 30780
23139 5082 34555
35247 21191 75377
40508 14156 37883
9165 29078 17413
2187 23794 74743
10875 29771 55616
23927 18527 49649
31394 19971 23194
18008 22146 70702
18250 30123 96630
4745 24327 38395
11782 23454 67560
27550 42601 41179
7713 10662 24197
34368 34896 75074
9261 29923 91279
16420 41793 80847
27441 36070 68987
7785 40461 94293
48773 41574 50486
49412 42507 76877
22080 45172 91109
8777 21220 20374
46130 3205 52786
15199 49368 36417
22141 24048 42109
13234 47599 85322
34919 23034 86399
36706 49068 67865
17525 33420 77395
25333 49785 7635
17079 27312 84575
40442 8569 41889
25054 32185 5695
